,id,artist_name,track_name,album_name,artist_genre,release_date,artist_popularity,track_popularity,artist_followers,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,3nqQXoyQOWXiESFLlDF1hG,Sam Smith,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),"['dance pop', 'pop', 'uk pop']",2022-09-22,89,99,21138669,156943,0.472,2,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121,156943,4
1,1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,SOS,"['pop', 'r&b']",2022-12-08,94,86,9525089,153947,0.735,8,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,153947,4
2,1PckUlxKqWQs3RlWXVBLw3,Lizzo,About Damn Time,About Damn Time,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",2022-04-14,79,85,5263886,191822,0.743,10,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
3,4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,Gemini Rights,['afrofuturism'],2022-07-15,85,87,2694509,232067,0.494,1,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,232067,4
4,7jHi6opPq439ruUlfH90Aw,Metro Boomin,Creepin' (with The Weeknd & 21 Savage),HEROES & VILLAINS,['rap'],2022-12-02,92,74,3457729,221520,0.608,1,-5.985,0.0474,0.41,0.0,0.0784,0.152,97.95,221520,4
5,4LRPiXqCikLlN15c3yImP7,Harry Styles,As It Was,As It Was,['pop'],2022-03-31,90,93,25087969,167303,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
6,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Midnights,['pop'],2022-10-21,99,96,64643352,200690,0.643,4,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,200690,4
7,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),"['australian hip hop', 'pop']",2021-07-09,82,87,4143512,141806,0.764,1,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,4
8,0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Takin' It Back,"['dance pop', 'hip pop', 'pop']",2022-10-21,86,94,12461941,134256,0.525,10,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4
9,7kOEAYqtX7OjQhNxQT4bPI,Mark Mendy,Talk To Me,Talk To Me,"['covertronica', 'pop dance', 'tropical house']",2021-05-07,56,53,10464,147840,0.631,1,-5.867,0.0654,0.231,5.94e-05,0.145,0.802,123.959,147840,4
10,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","['piano rock', 'pop']",2022-05-13,85,94,14753232,148486,0.797,0,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
11,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,RENAISSANCE,"['dance pop', 'pop', 'r&b']",2022-07-29,87,92,33041053,225389,0.689,7,-5.668,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,225389,4
12,4C6Uex2ILwJi9sZXRdmqXp,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",2022-08-12,87,86,26922557,170977,0.891,2,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,170977,4
13,6zSpb8dQRaw0M1dK8PBwQz,Elton John,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),"['glam rock', 'mellow gold', 'piano rock']",2021-08-13,86,86,10633547,202735,0.798,1,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
14,0e8nrvls4Qqv5Rfa2UhqmO,Lil Nas X,THATS WHAT I WANT,MONTERO,"['lgbtq+ hip hop', 'pop']",2021-09-17,83,85,12169783,143901,0.846,1,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
15,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,SOUR,['pop'],2021-05-21,84,86,22875818,178147,0.664,9,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4
16,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,Lavender Haze,Midnights,['pop'],2022-10-21,99,89,64643352,202396,0.436,10,-10.489,0.08,0.258,0.000573,0.157,0.0976,96.985,202396,4
17,0VGEXZO5nkh701P96U8Rer,FLO,Cardboard Box - Happi Remix,Cardboard Box (Happi Remix),"['pop', 'r&b']",2022-10-07,62,64,128667,150638,0.754,10,-3.519,0.16,0.456,0.0,0.204,0.764,125.176,150638,5
18,1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,Romantic Homicide,['bedroom pop'],2022-07-20,81,93,450995,132631,0.544,6,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,132631,4
19,6zJejIfVYLgjud3lTk4DLB,Rosa Linn,SNAP,SNAP PACK,['alt z'],2022-07-15,77,51,171477,179551,0.636,0,-8.198,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
20,0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),"['dance pop', 'pop', 'viral pop']",2022-06-24,84,86,18783739,154487,0.592,2,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4
21,7ycxue6lnew5o8fUgqqJWQ,Nick De La Hoyde,Christmas Kind of Love,Christmas Kind of Love,[],2022-12-01,35,45,8169,145627,0.861,7,-4.779,0.0519,0.00867,0.000566,0.177,0.596,137.991,145627,4
22,3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Dreamland,"['gauze pop', 'indietronica', 'shiver pop']",2020-08-07,79,81,3550042,238805,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
23,0O6u0VJ46W86TxN9wgyqDj,Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,"['dfw rap', 'melodic rap', 'rap']",2022-06-03,89,88,39203152,192841,0.67,5,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,192841,4
24,6mFOjnwU4Naf5dphwwhbqx,Kid Travis,Gimme,Gimme,"['chill r&b', 'pop']",2022-11-25,58,47,92058,185806,0.6,10,-8.28,0.0434,0.005,0.00197,0.34,0.696,155.039,185806,4
25,3RfTeIrWS8LNrfHYwechtt,Nicky Youre,Sunroof,Sunroof,['pop'],2021-11-26,73,7,94588,163026,0.716,10,-5.11,0.0404,0.35,0.0,0.15,0.841,131.43,163026,4
26,3oqyYhGHlZeoWXVK5XRfVK,Jawny BadLuck,eyEs 4 you,KLD,[],2022-06-10,29,45,1701,151000,0.753,11,-5.08,0.0954,0.288,0.0,0.0751,0.548,117.953,151000,4
27,0QBzMgT7NIeoCYy3sJCof1,Camila Cabello,Bam Bam (feat. Ed Sheeran),Bam Bam (feat. Ed Sheeran),"['dance pop', 'pop', 'post-teen pop']",2022-03-04,83,83,28882249,206071,0.697,8,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
28,6G8xvLFNkXy3HM5EbQI6c8,lovelytheband,sail away,sail away,"['indie poptimism', 'modern alternative rock', 'modern rock']",2022-06-24,62,71,375276,179000,0.835,2,-4.655,0.029,0.25,0.0,0.0912,0.955,120.019,179000,4
29,6bQfNiqyCX7UaQSvVVGo4I,Ed Sheeran,Shivers,Shivers,"['pop', 'uk pop']",2021-09-10,91,4,106725824,207853,0.859,2,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
30,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,['modern alternative pop'],2021-08-13,70,85,548505,168602,0.54,4,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
31,1HhNoOuqm1a5MXYEgAFl8o,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,"['modern rock', 'rock']",2021-09-03,89,24,44280703,173381,0.783,11,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
32,27NovPIUIRrOZoCHxABJwK,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),"['lgbtq+ hip hop', 'pop']",2021-07-23,83,84,12169783,212000,0.704,3,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4
33,1bDbXMyjaUIooNwFE9wn0N,Drake,Rich Flex,Her Loss,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",2022-11-04,97,95,70164923,239360,0.52,11,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360,3
34,3tjFYV6RSFtuktYl3ZtYcq,24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),"['cali rap', 'pop', 'pop rap', 'rap']",2020-07-24,74,10,1934052,140526,0.722,7,-3.558,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4
35,463CkQjx2Zk1yXoBuierM9,Dua Lipa,Levitating (feat. DaBaby),Levitating (feat. DaBaby),"['dance pop', 'pop', 'uk pop']",2020-10-01,88,76,37819206,203064,0.825,6,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
36,6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,Bad Habits,"['pop', 'uk pop']",2021-06-25,91,21,106725824,231041,0.897,11,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041,4
37,7e7Z1IBn71QUFLFkdyBXJf,Mark Mendy,Emotions,Emotions,"['covertronica', 'pop dance', 'tropical house']",2021-07-30,56,57,10464,172381,0.832,5,-5.386,0.294,0.0529,0.0,0.4,0.742,125.915,172381,4
38,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Planet Her,"['dance pop', 'pop']",2021-06-25,88,87,23644417,172627,0.764,5,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
39,37BZB0z9T8Xu7U3e65qxFy,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),"['canadian contemporary r&b', 'canadian pop', 'pop']",2021-04-23,96,83,55040409,191014,0.825,0,-4.645,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
40,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,I Love You.,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",2013-04-19,85,92,11118310,240400,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
41,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,Justice,"['canadian pop', 'pop']",2021-03-19,92,87,68535696,153190,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,153190,4
42,3qaH5D6Om5rEMzt4vOxcfE,Mark Mendy,Rubberband,Rubberband,"['covertronica', 'pop dance', 'tropical house']",2022-03-17,56,52,10464,146000,0.754,6,-5.378,0.0897,0.091,0.0,0.15,0.885,120.046,146000,4
43,0sf12qNH5qcw8qpgymFOqD,The Weeknd,Blinding Lights,Blinding Lights,"['canadian contemporary r&b', 'canadian pop', 'pop']",2019-11-29,96,18,55040409,201573,0.796,1,-4.075,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4
44,6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Fine Line,['pop'],2019-12-13,90,88,25087969,174000,0.816,0,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
45,7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,drivers license,['pop'],2021-01-08,84,28,22875818,242014,0.436,10,-8.761,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014,4
46,0gplL1WMoJ6iYaPgMCL0gX,Adele,Easy On Me,Easy On Me,"['british soul', 'pop', 'pop soul', 'uk pop']",2021-10-14,86,83,44869551,224695,0.366,5,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
47,7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",2019-05-17,82,87,10263788,182161,0.405,1,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
48,27OeeYzk6klgBh83TSvGMA,The Kid LAROI,WITHOUT YOU,F*CK LOVE (SAVAGE),"['australian hip hop', 'pop']",2020-11-06,82,78,4143512,161385,0.413,0,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4
49,3BZEcbdtXQSo7OrvKRJ6mb,Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),"['lgbtq+ hip hop', 'pop']",2021-03-26,83,3,12169783,137876,0.508,8,-6.682,0.152,0.297,0.0,0.384,0.758,178.818,137876,4
50,1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Dance Monkey,"['australian pop', 'pop']",2019-05-10,71,64,2987440,209755,0.593,6,-6.401,0.0976,0.688,0.000161,0.17,0.541,98.083,209755,4
51,6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Don't Start Now,"['dance pop', 'pop', 'uk pop']",2019-10-31,88,78,37819206,183290,0.793,11,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4
52,3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),"['pop', 'uk pop']",2019-05-10,91,76,106725824,219947,0.675,6,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
53,3DarAbFujv6eYNliUTyqtz,Doja Cat,Kiss Me More (feat. SZA),Planet Her,"['dance pop', 'pop']",2021-06-25,88,81,23644417,208667,0.705,8,-3.463,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4
54,4FNQbYYqsrA5ZvnIUb7LPu,Véyah,Love Nwantiti (Remix),Love Nwantiti (Remix),[],2021-10-05,35,49,4713,120377,0.677,6,-6.179,0.0615,0.526,0.00352,0.151,0.58,90.077,120377,4
55,4VginDwYTP2eaHJzO0QMjG,Post Malone,Circles,Circles,"['dfw rap', 'melodic rap', 'rap']",2019-08-30,89,0,39203152,214907,0.758,0,-3.537,0.0402,0.233,0.00144,0.0924,0.534,120.003,214907,4
56,0SQ80FgpOcGGhzKa0IyMCO,Shubz,Don't Let Me Go,Don't Let Me Go,[],2022-11-18,23,39,1048,163425,0.591,6,-7.167,0.0464,0.333,0.0,0.109,0.213,119.052,163425,4
57,7igeByaBM0MgGsgXtNxDJ7,Ariana Grande,positions,positions,"['dance pop', 'pop']",2020-10-23,92,2,86122381,172325,0.802,0,-4.759,0.0864,0.468,0.0,0.094,0.675,144.005,172325,4
58,5f2NZnTWoVO5octUJT95H1,Tallia Storm,Boyfriend,Boyfriend,['british soul'],2022-10-21,25,40,6457,139755,0.627,6,-3.785,0.0383,0.0878,0.0,0.172,0.565,140.993,139755,4
59,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Indigo (Extended),"['dance pop', 'pop', 'r&b']",2019-10-04,89,94,17942943,184613,0.69,9,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4
60,7hxHWCCAIIxFLCzvDgnQHX,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,"['pop rap', 'rap', 'trap', 'viral rap']",2020-08-28,72,76,682755,195429,0.658,1,-6.142,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
61,3VT8hOC5vuDXBsHrR53WFh,Masked Wolf,Astronaut In The Ocean,Astronaut In The Ocean,"['australian hip hop', 'viral rap']",2019-06-07,69,56,633651,132780,0.695,4,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
62,6N76WodZTw48txfk4NPDVg,ARIA,Broken Hearted,Broken Hearted,['g-house'],2022-07-22,44,49,5635,125508,0.639,7,-4.622,0.0568,0.189,0.0,0.188,0.689,92.052,125508,4
63,7ytR5pFWmSjzHJIeQkgog4,DaBaby,ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,"['north carolina hip hop', 'rap', 'trap']",2020-04-17,83,78,10371679,181733,0.69,11,-7.956,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
64,0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Please Excuse Me for Being Antisocial,"['melodic rap', 'rap', 'trap']",2019-12-06,81,80,8735872,196653,0.586,10,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4
65,1A6OTy97kk0mMdm78rHsm8,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),"['dfw rap', 'melodic rap', 'rap']",2018-10-18,89,0,39203152,158053,0.498,2,-5.61,0.0504,0.551,0.0,0.0706,0.927,89.95,158053,4
66,6p8FcYD1qR4e3gbunwQjXH,Mark Mendy,Carbon,Carbon,"['covertronica', 'pop dance', 'tropical house']",2020-05-21,56,47,10464,153145,0.602,8,-8.033,0.252,0.043,0.0,0.105,0.612,105.026,153145,4
67,0TK2YIli7K1leLovkQiNik,Shawn Mendes,Señorita,Señorita,"['canadian pop', 'dance pop', 'pop', 'viral pop']",2019-06-21,85,79,40257934,190960,0.54,9,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4
68,6u7jPi22kF8CTQ3rb9DHE7,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,Old Town Road,"['lgbtq+ hip hop', 'pop']",2019-04-05,83,1,12169783,157067,0.619,6,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
69,2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['art pop', 'electropop', 'pop']",2019-03-29,89,83,73854580,194088,0.425,7,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
70,14msK75pk3pA33pzPVNtBF,Ariana Grande,7 rings,7 rings,"['dance pop', 'pop']",2019-01-18,92,0,86122381,178640,0.321,1,-10.744,0.323,0.578,0.0,0.0884,0.319,70.142,178640,4
71,2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,Happier,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",2018-08-17,83,82,34643464,214290,0.792,5,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4
72,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,Purpose (Deluxe),"['canadian pop', 'pop']",2015-11-13,92,81,68535696,200787,0.76,0,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4
73,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,High Hopes,Pray for the Wicked,['modern rock'],2018-06-22,79,80,11590336,190947,0.904,5,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4
74,7B2zCuFWb8IiUe6DuMHnKf,CRÈME,DARK CLOUDS,DARK CLOUDS,[],2022-12-16,39,31,10608,130909,0.582,1,-6.887,0.16,0.0954,3.08e-05,0.0637,0.612,131.823,130909,3
75,25sgk305KZfyuqVBQIahim,Ava Max,Sweet but Psycho,Sweet but Psycho,"['dance pop', 'pop']",2018-08-17,82,4,5734994,187436,0.704,1,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4
76,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,÷ (Deluxe),"['pop', 'uk pop']",2017-03-03,91,85,106725824,233713,0.652,1,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
77,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,Closer,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2016-07-29,81,84,19767798,244960,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
78,0d2iYfpKoM0QCKvcLCkBao,benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),"['dance pop', 'edm', 'electropop', 'pop', 'pop rap']",2018-07-12,75,74,1017214,173800,0.68,6,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,173800,4
79,2sGmYvf8Zc12o4zQrdLgcv,Parker Polhill,Body,Alter Ego - EP,[],2022-10-28,34,32,1627,145882,0.635,10,-6.007,0.0933,0.302,6.9e-06,0.0823,0.673,101.966,145882,4
80,2rPE9A1vEgShuZxxzR2tZH,Ariana Grande,"thank u, next","thank u, next","['dance pop', 'pop']",2018-11-03,92,22,86122381,207333,0.647,1,-5.642,0.0658,0.28,0.0,0.102,0.435,106.96,207333,4
81,3ibKnFDaa3GhpPGlOUj7ff,Mario,Let Me Love You,Let Me Love You,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",2004-09-21,67,73,2966650,256733,0.578,7,-8.97,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
82,3Vo4wInECJQuz9BIBMOu8i,Bruno Mars,Finesse - Remix; feat. Cardi B,Finesse (Remix) [feat. Cardi B],"['dance pop', 'pop']",2017-12-20,89,73,45145656,217289,0.859,5,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4
83,22VdIZQfgXJea34mQxlt81,The Weeknd,Can't Feel My Face,Beauty Behind The Madness,"['canadian contemporary r&b', 'canadian pop', 'pop']",2015-08-28,96,82,55040409,213520,0.769,9,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
84,04aAxqtGp5pv12UXAg4pkq,Fall Out Boy,Centuries,American Beauty/American Psycho,"['emo', 'modern rock']",2015-01-20,78,80,9687190,228360,0.858,4,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
85,2F1zApyalP4l3EP9LNuMcx,ARIA,I'm Wrong,I'm Wrong,['g-house'],2022-10-28,44,37,5635,142740,0.667,1,-5.768,0.0327,0.126,0.0,0.173,0.554,94.966,142740,4
86,3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',Chosen,"['indie rock italiano', 'italian pop']",2017-12-08,81,85,6604318,211560,0.8,11,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4
87,3gbBpTdY8lnQwqxNCcf795,Bastille,Pompeii,Bad Blood,"['metropopolis', 'modern rock', 'pop', 'pop rock']",2013-01-01,75,72,5220828,214148,0.715,9,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
88,24YvUQnuPL8gObCfSnAobH,Train,"Hey, Soul Sister","Save Me, San Francisco","['dance pop', 'neo mellow', 'pop', 'pop rock']",2009-10-27,74,0,4185612,216773,0.89,1,-4.448,0.0418,0.182,0.0,0.0826,0.764,97.012,216773,4
89,3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,Love In The Future (Expanded Edition),"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",2013-08-30,82,84,6353830,269560,0.264,8,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
90,7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,Long Way Down,"['chill pop', 'pop']",2013-06-17,80,66,2701529,244360,0.538,4,-8.55,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360,4
91,50kpGaPAhYJ3sGmk6vplg0,Justin Bieber,Love Yourself,Purpose (Deluxe),"['canadian pop', 'pop']",2015-11-13,92,83,68535696,233720,0.378,4,-9.828,0.438,0.835,0.0,0.28,0.515,100.418,233720,4
92,3zkWCteF82vJwv0hRLba76,Shawn Mendes,Stitches,Handwritten,"['canadian pop', 'dance pop', 'pop', 'viral pop']",2015-04-14,85,80,40257934,206880,0.754,1,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4
93,2iuZJX9X9P0GKaE93xcPjk,Maroon 5,Sugar,V,['pop'],2014-09-02,86,81,39065976,235493,0.788,1,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4
94,6RtPijgfPKROxEzTHNRiDp,MAGIC!,Rude,Don't Kill the Magic,['reggae fusion'],2014-06-25,67,80,1292195,224840,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4
95,2tJulUYLDKOg9XrtVkMgcJ,Bruno Mars,Grenade,Doo-Wops & Hooligans,"['dance pop', 'pop']",2010-10-05,89,77,45145656,222091,0.558,2,-7.273,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
96,0fioLzGM8ngbD1w6fMmm45,Sam Smith,I'm Not The Only One,In The Lonely Hour,"['dance pop', 'pop', 'uk pop']",2014-01-01,89,0,21138669,239317,0.496,5,-5.785,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,239317,4
97,1Slwb6dOYkBlWal1PGtnNg,Ed Sheeran,Thinking out Loud,x (Wembley Edition),"['pop', 'uk pop']",2013,91,64,106725824,281560,0.445,2,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998,281560,4
98,2VxeLyX666F8uXCJ0dZF8B,Lady Gaga,Shallow,A Star Is Born Soundtrack,"['art pop', 'dance pop', 'pop']",2018-10-05,87,84,24317968,215733,0.385,7,-6.362,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
99,5tz69p7tJuGPeMGwNTxYuV,Logic,1-800-273-8255,Everybody,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",2017-05-05,77,77,5824886,250173,0.574,5,-7.788,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
103,76OGwb5RA9h4FxQPT33ekc,Rosa Linn,SNAP,SNAP,['alt z'],2022-03-19,77,92,171477,179551,0.636,0,-8.198,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
104,1Y3LN4zO1Edc2EluIoSPJN,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),"['gen z singer-songwriter', 'pop']",2022-04-22,80,90,364819,176440,0.55,10,-5.339,0.0286,0.777,0.0,0.202,0.342,101.19,176440,3
105,2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,Safe Haven,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",2017-05-05,76,89,2540352,233720,0.692,1,-2.958,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,3
107,4h4QlmocP3IuwYEj2j14p8,Nicky Youre,Sunroof,Sunroof,['pop'],2021-12-03,73,88,94588,163026,0.714,10,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
108,1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Harry's House,['pop'],2022-05-20,90,90,25087969,177955,0.728,10,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
110,3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies,Where Are You Now,Where Are You Now,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",2021-07-30,77,87,2542501,148197,0.636,6,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4
111,02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Dreamland (+ Bonus Levels),"['gauze pop', 'indietronica', 'shiver pop']",2020-08-06,79,87,3550042,238805,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
112,50nfwKoDiSYg8zOCREWAm5,Ed Sheeran,Shivers,=,"['pop', 'uk pop']",2021-10-29,91,86,106725824,207853,0.859,2,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
116,7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,Midnights,['pop'],2022-10-21,99,85,64643352,204852,0.62,8,-7.091,0.0666,0.0734,0.0,0.483,0.0969,90.02,204852,4
